POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
3018,VIC,118828.7223,2.525551372,13.94448031,33.09446254,3915,1823,556,62.20209724,28.96409279,8.833809978,38.33211412,30.99853694,30.66934894
3019,VIC,93445.09612,2.254826255,22.671156,31.69209431,1836,1897,178,46.94451547,48.50421887,4.551265661,19.65527669,30.51103719,49.83368612
3020,VIC,92017.20192,2.230335588,21.39959432,35.89401024,13174,2876,1496,75.08263992,16.39120027,8.526159809,35.85999864,29.56948898,34.57051238
3021,VIC,80092.77511,2.047366939,25.9936766,40.09161522,16390,2553,1524,80.08012899,12.47373821,7.446132799,37.78268705,28.89366897,33.32364397
3022,VIC,88952.80932,2.259488085,17.87878788,35.53008596,1015,270,6,78.62122386,20.91402014,0.464756003,30.82437276,33.33333333,35.84229391
3023,VIC,112550.2508,2.684439219,21.18338934,35.11053316,18809,2179,574,87.2321677,10.10574158,2.662090715,27.95795007,49.35085414,22.6911958
3024,VIC,113557.0535,2.794758568,15.35624151,32.11396412,11062,519,19,95.36206897,4.474137931,0.163793103,14.10193938,55.6475977,30.25046292
3025,VIC,108887.5923,2.37130621,15.8183242,31.99381762,3644,1475,200,68.50911826,27.73077646,3.760105283,36.68198731,31.297877,32.0201357
3026,VIC,127924.4315,2.966210436,19.72624799,33.125,2392,96,0,96.1414791,3.8585209,0,16.69527897,59.65665236,23.64806867
3027,VIC,149169.7725,3.229010361,17.46547522,20.23460411,2795,183,203,87.86545112,5.752907891,6.381640993,10.01088139,49.51033732,40.47878128
3028,VIC,100018.1263,2.369825031,16.55258245,32.71560941,9955,1230,518,85.06365889,10.51012561,4.4262155,35.48669128,34.54439479,29.96891393
3029,VIC,112671.2435,2.861215164,20.95961059,30.73209976,36986,3918,1202,87.8402128,9.305087161,2.854700043,17.98744872,52.16115624,29.85139504
3030,VIC,120591.9236,2.798512508,16.52668303,30.48040236,37323,5070,1092,85.82959641,11.65919283,2.511210762,20.86675668,45.61194504,33.52129828
3031,VIC,125725.0967,2.527912932,11.80625631,28.00718133,1656,3680,4052,17.63953984,39.19897742,43.16148274,17.21364639,27.59112725,55.19522636
3032,VIC,130564.6737,2.706073211,17.0153417,29.03443619,5076,3479,5769,35.43702876,24.28790841,40.27506283,26.20974541,33.29118193,40.49907267
3033,VIC,117719.7525,2.562257886,16.37279597,31.03081828,4774,1109,55,80.39744022,18.67632199,0.926237791,47.32982324,33.32079729,19.34937947
3034,VIC,108082.1407,2.451094238,17.56055363,34.24657534,3748,1101,27,76.86628384,22.57998359,0.553732568,49.30329772,29.98142127,20.715281
3036,VIC,127617.8114,2.707749767,15.82840237,33.89830508,2016,321,0,86.26444159,13.73555841,0,51.67082294,38.45386534,9.875311721
3037,VIC,118335.9925,2.736047401,17.83751671,35.89449541,13410,3164,342,79.27406006,18.70418539,2.021754552,31.04707263,50.06519755,18.88772982
3038,VIC,117337.8888,2.596106235,16.0754717,33.77990431,8406,1105,69,87.74530271,11.53444676,0.720250522,51.22064098,35.16140229,13.61795673
3039,VIC,135908.7034,2.664125495,15.1481888,25.95762021,3333,1264,3445,41.4449142,15.71748321,42.83760259,30.75211393,29.5208426,39.72704347
3040,VIC,141431.4357,2.75975832,15.59065934,29.08415842,5768,2490,3865,47.5789821,20.53947043,31.88154747,34.24431045,31.56973351,34.18595604
3041,VIC,140142.8155,2.778934221,16.67792032,28.68561279,3332,1008,1038,61.95611752,18.74302715,19.30085534,38.48427275,35.99324467,25.52248258
3042,VIC,114567.1092,2.508278146,15.64217891,28.91089109,4939,2278,210,66.5006059,30.6718729,2.827521206,40.35757946,34.2603912,25.38202934
3043,VIC,97027.60614,2.323991196,19.18577445,39.35155753,5702,1785,70,75.45322218,23.62048432,0.926293503,38.07283763,36.05462822,25.87253414
3044,VIC,124916.5292,2.695008732,14.41210046,28.82334081,7078,4492,690,57.7324633,36.63947798,5.628058728,32.04327147,36.03469178,31.92203674
3045,VIC,#DIV/0!,#DIV/0!,,,8,5,0,61.53846154,38.46153846,0,0,0,100
3046,VIC,105608.3205,2.444650955,17.30486009,30.89373681,9195,5226,1142,59.08243912,33.57964403,7.337916854,30.23027558,34.04303511,35.72668932
3047,VIC,75525.59131,1.996122829,27.57375075,43.93086817,5678,1072,1030,72.98200514,13.77892031,13.23907455,26.27970021,29.16600223,44.55429756
3048,VIC,78389.25533,2.061759082,29.8266587,45.50601557,4917,1008,64,82.10051762,16.83085657,1.068625814,29.97611465,37.97770701,32.04617834
3049,VIC,106692.4879,2.470253345,17.00374532,37.38170347,3180,655,29,82.29813665,16.95134576,0.750517598,36.62539591,42.72962856,20.64497553
3051,VIC,111858.8482,2.422063836,17.43892165,35.61715481,323,2376,6038,3.69692114,27.19468925,69.10838961,13.63421922,20.3491115,66.01666929
3052,VIC,123842.2769,2.596646483,22.5,33.20158103,53,945,1806,1.890156919,33.70185449,64.40798859,18.77979028,14.68064824,66.53956149
3053,VIC,90498.6428,2.091927273,23.46456693,45.96529284,116,1453,8688,1.130934971,14.16593546,84.70312957,14.04343945,10.26480214,75.69175841
3054,VIC,149001.2977,2.77324066,16.15120275,27.83300199,313,2714,1040,7.696090484,66.73223506,25.57167445,30.98341232,19.2535545,49.76303318
3055,VIC,115989.2484,2.563884674,14.47124304,32.80405405,2740,1545,3542,35.00702696,19.73936374,45.2536093,24.02946141,27.12904711,48.84149148
3056,VIC,128350.4845,2.653326073,13.06457633,28.21895086,4265,3733,4845,33.20875185,29.0664175,37.72483065,24.19873267,26.65074846,49.15051887
3057,VIC,127446.3592,2.709010573,11.45038168,25.9606373,1584,1898,3949,21.3161082,25.54164985,53.14224196,18.47947612,26.8647181,54.65580578
3058,VIC,123640.2752,2.668025362,13.0908191,29.87341772,9748,3574,1531,65.62983909,24.06247896,10.30768195,32.47889486,33.97544129,33.54566385
3059,VIC,131542.8578,2.982550761,21.6722408,34.75783476,6517,233,0,96.54814815,3.451851852,0,32.60974433,54.89628558,12.49397009
3060,VIC,92915.57136,2.336264208,20.33762058,40.24024024,4460,905,28,82.69979603,16.78101242,0.519191545,37.51372721,30.52932133,31.95695146
3061,VIC,70117.95142,1.905576679,30.37383178,50.26455026,1490,121,69,88.69047619,7.202380952,4.107142857,40.82955282,31.17303953,27.99740765
3062,VIC,#DIV/0!,1,,,3,0,0,100,0,0,0,0,100
3063,VIC,144772.2273,3.05625,14.28571429,27.77777778,201,0,0,100,0,0,45.78313253,42.77108434,11.44578313
3064,VIC,105715.537,2.738370114,26.04505481,40.94056172,32461,2949,430,90.57198661,8.228236607,1.199776786,14.86597547,58.48716652,26.64685801
3065,VIC,139863.457,2.525909592,14.55847255,26.57916325,167,2025,3710,2.829549305,34.31040325,62.86004744,18.71514611,20.47735891,60.80749498
3066,VIC,128699.2153,2.492487105,13.05285868,25.32685842,286,1374,3948,5.099857347,24.50071327,70.39942939,11.1060846,22.6193169,66.27459851
3067,VIC,135754.5265,2.692728516,14.50589302,23.96333479,504,1227,3776,9.151988378,22.28073361,68.56727801,16.04966659,27.22464934,56.72568407
3068,VIC,153265.5726,2.783657396,13.17912856,23.24690631,1553,4551,3309,16.49845958,48.34802932,35.1535111,27.53240216,25.41839688,47.04920096
3070,VIC,145814.7412,2.802782404,12.75690999,25.39184953,5485,3189,2832,47.67078046,27.71597427,24.61324526,30.77228904,30.74247093,38.48524004
3071,VIC,125304.6554,2.633249686,13.01662708,29.25890279,4458,2173,2431,49.19443831,23.97925403,26.82630766,27.68289574,29.36528167,42.95182258
3072,VIC,113320.2773,2.542503864,14.68791501,31.52650458,8318,3963,3142,53.93243857,25.69539,20.37217143,27.92630869,30.70471055,41.36898075
3073,VIC,97027.47025,2.346021965,18.47826087,33.72316802,14256,7732,1042,61.90186713,33.57359965,4.524533218,32.14121728,29.95255344,37.90622927
3074,VIC,80142.00216,2.041666667,25.07778469,38.68766404,6792,857,517,83.17413666,10.49473426,6.331129072,44.32265318,25.91343451,29.76391231
3075,VIC,85643.91293,2.180566182,23.64485981,39.88792664,7696,456,571,88.22652757,5.227559326,6.545913103,40.35179153,31.25732899,28.39087948
3076,VIC,99541.91154,2.490729412,21.14228457,36.1835245,9436,2158,308,79.28079314,18.13140649,2.58780037,26.62312716,43.01767192,30.35920092
3078,VIC,142524.1946,2.787640902,14.03249631,31.55807365,2549,1296,1814,45.04329387,22.90157272,32.05513342,30.817738,30.43124491,38.75101709
3079,VIC,151017.2475,2.89183889,17.21491228,30.10582011,4152,1368,2117,54.366898,17.91279298,27.72030902,37.87878788,31.34374043,30.77747169
3081,VIC,101064.5378,2.3878327,17.90945406,29.80852916,3961,2328,234,60.72359344,35.68910011,3.587306454,21.38909359,30.4532056,48.15770081
3082,VIC,105459.6852,2.538384646,19.49152542,36.20106332,9395,1081,276,87.37909226,10.05394345,2.566964286,39.74593496,36.82926829,23.42479675
3083,VIC,102709.1156,2.502437727,20.83729781,37.06781915,9243,1954,1747,71.40760198,15.09579728,13.49660074,37.053206,32.12369259,30.82310141
3084,VIC,137916.7832,2.82890563,14.89720256,28.41391009,7849,1522,1898,69.65125566,13.50607862,16.84266572,40.67882472,33.32320162,25.99797366
3085,VIC,125774.8484,2.754991277,13.39491917,28.00718133,4434,1008,206,78.50566572,17.8470255,3.647308782,37.74038462,37.72035256,24.53926282
3087,VIC,115531.8992,2.602020202,12.56281407,29.42008487,3397,356,32,89.74900925,9.405548217,0.845442536,38.48396501,38.13411079,23.3819242
3088,VIC,123485.0973,2.763202556,14.05759162,34.10950283,9079,1441,265,84.18173389,13.36114975,2.457116365,39.47127605,42.83680732,17.69191662
3089,VIC,143313.6072,3.013484228,11.99186992,36.02150538,4113,251,9,94.05442488,5.739766751,0.20580837,35.92872834,53.79546009,10.27581157
3090,VIC,179304.681,3.248641304,17.44548287,24,780,4,9,98.36065574,0.504413619,1.134930643,45.28301887,50.67385445,4.043126685
3091,VIC,158935.0184,3.06846473,20.93023256,41.17647059,534,0,0,100,0,0,49.78723404,45.74468085,4.468085106
3093,VIC,140460.0939,2.868762816,19.72920696,41.41414141,1184,341,64,74.51227187,21.46003776,4.027690371,45.20833333,39.86111111,14.93055556
3094,VIC,124808.4307,2.779128959,11.60512434,34.38045375,3293,464,37,86.79493938,12.22983658,0.975224038,40.15477214,42.01777013,17.82745772
3095,VIC,149472.8576,3.053304239,12.27040816,33.00330033,9133,492,631,89.05031201,4.797191888,6.1524961,43.75329468,45.8302583,10.41644702
3096,VIC,136567.0708,3.050986842,15.4676259,36.36363636,643,0,5,99.22839506,0,0.771604938,42.32715008,52.61382799,5.059021922
3097,VIC,164162.4102,3.154185022,22.59887006,45.45454545,511,0,0,100,0,0,46.10091743,47.01834862,6.880733945
3099,VIC,128076.1681,2.93,16.0887656,39.59731544,1830,35,0,98.1233244,1.876675603,0,40.55023923,49.58133971,9.868421053
3101,VIC,163466.637,2.965837479,26.71023965,29.01467505,5159,2449,2939,48.91438324,23.21987295,27.86574381,40.78679629,29.67442912,29.53877459
3102,VIC,161176.0393,2.995750106,20.2020202,29.11646586,1716,597,333,64.85260771,22.56235828,12.58503401,42.18545929,33.87026556,23.94427514
3103,VIC,136170.0212,2.865620737,33.52855051,37.61732852,3956,1762,1100,58.02288061,25.84335582,16.13376357,44.82272006,28.06491445,27.1123655
3104,VIC,150340.3345,3.031550651,30.73770492,35.48387097,6529,1069,305,82.61419714,13.52650892,3.859293939,47.14943853,32.83904405,20.01151742
3105,VIC,119721.6666,2.61869648,23.63138686,33.99470899,3641,549,439,78.65629726,11.86001296,9.483689782,49.85436893,29.44174757,20.7038835
3106,VIC,138472.4742,2.954880618,29.14772727,39.18539326,4850,1198,267,76.80126683,18.97070467,4.228028504,48.87681159,36.4673913,14.6557971
3107,VIC,123077.2248,2.772943038,27.51540041,35.51171393,4435,1040,77,79.88112392,18.73198847,1.386887608,48.32025749,33.39368336,18.28605914
3108,VIC,106345.4267,2.601111673,31.1769616,41.70581858,5844,2247,3636,49.83371706,19.16091072,31.00537222,39.57455771,28.19081719,32.23462511
3109,VIC,114401.9087,2.772689807,31.5227934,38.21790541,7478,2832,1917,61.15972847,23.16185491,15.67841662,42.97699849,32.77714932,24.24585219
3111,VIC,135874.2675,2.898163218,21.43884892,34.92586491,4033,519,177,85.2823007,10.97483612,3.742863185,45.72949431,38.03532543,16.23518026
3113,VIC,164506.0183,3.213511561,15.05922166,35.88235294,2909,24,7,98.94557823,0.816326531,0.238095238,43.58415122,49.25481643,7.161032352
3114,VIC,180256.079,3.281141869,19.46902655,36.36363636,1242,0,0,100,0,0,49.82638889,46.875,3.298611111
3115,VIC,165651.1549,3.189233279,14.01515152,35.18518519,1292,0,3,99.76833977,0,0.231660232,44.9299258,49.62901896,5.441055235
3116,VIC,120164.4687,2.717380601,15.96491228,33.83458647,4263,86,19,97.59615385,1.968864469,0.434981685,37.21335992,47.55732802,15.22931206
3121,VIC,144162.4231,2.643954988,13.68764846,22.16164645,2546,5457,9848,14.2625063,30.56971598,55.16777772,19.16441488,25.23383912,55.601746
3122,VIC,143365.1023,2.754832041,17.33457596,31.23202301,2594,1779,7500,21.84789017,14.98357618,63.16853365,27.5764261,25.43334384,46.99023007
3123,VIC,150123.3179,2.849767516,20.02510986,28.14498934,2303,1305,4088,29.92463617,16.95686071,53.11850312,30.34785436,28.6573472,40.99479844
3124,VIC,162870.6713,2.995946288,22.12871287,29.09090909,5222,1943,1786,58.3398503,21.70707184,19.95307787,43.81818182,29.90909091,26.27272727
3125,VIC,113738.1048,2.601177336,25.24639879,37.51351351,3596,1698,1321,54.36130008,25.66893424,19.96976568,31.94524773,28.4364758,39.61827646
3126,VIC,175875.4748,3.063714903,25.31824611,33.05613306,1989,765,374,63.58695652,24.45652174,11.95652174,49.35590725,30.80603607,19.83805668
3127,VIC,158389.0307,3.00391021,17.2328902,28.48605578,4768,1954,997,61.76965928,25.31415987,12.91618085,42.22451081,33.94144476,23.83404443
3128,VIC,99802.82559,2.448862381,27.42857143,44.86051772,3757,2546,4992,33.26250553,22.54094732,44.19654714,25.30878317,24.7483989,49.94281793
3129,VIC,122406.1011,2.777287258,25.41201489,33.10734463,4546,2396,454,61.46565711,32.39588967,6.138453218,37.66857851,32.28956751,30.04185398
3130,VIC,125967.8886,2.774293647,19.75953999,34.47387785,9658,2574,1335,71.18744011,18.97250682,9.84005307,39.76033952,35.25006241,24.98959807
3131,VIC,113840.5229,2.648047282,20.03795066,31.43921751,6582,2641,379,68.54821912,27.50468652,3.947094355,36.37237237,35.05105105,28.57657658
3132,VIC,123641.396,2.762835427,15.94202899,27.65060241,4371,2267,379,62.2915776,32.30725381,5.401168591,35.59454802,36.34654551,28.05890647
3133,VIC,122652.1195,2.850451826,22.54018032,28.35951134,7067,1268,178,83.01421356,14.89486667,2.09091977,45.59422193,37.5574524,16.84832567
3134,VIC,120990.6739,2.707674144,15.87672192,37.01556301,11719,1063,1309,83.16656022,7.543822298,9.289617486,33.06445172,38.24774379,28.68780449
3135,VIC,120083.4345,2.724941115,13.68383147,34.29923122,7694,539,63,92.74349084,6.49710704,0.759402122,35.39846439,40.21710352,24.38443209
3136,VIC,111048.3631,2.6007763,15.36363636,37.31261924,16614,1755,666,87.28132388,9.219858156,3.498817967,34.32765982,42.13019828,23.5421419
3137,VIC,104024.1782,2.510371179,16.44204852,37.87185355,5070,776,70,85.69979716,13.11697093,1.183231913,35.33947715,46.37953733,18.28098552
3138,VIC,114821.2041,2.650754082,14.77205447,35.24699599,8213,390,21,95.23423006,4.522263451,0.243506494,32.31584258,46.92230071,20.76185671
3139,VIC,109668.4937,2.620260905,16.46055437,35.92964824,5343,8,10,99.66424175,0.149225891,0.186532363,34.86828459,55.52789878,9.603816636
3140,VIC,107479.0634,2.5330167,15.13157895,39.94708995,5578,1420,10,79.59474886,20.26255708,0.142694064,34.42674657,45.78142249,19.79183094
3141,VIC,131558.9086,2.528866058,20.54467272,27.00682057,1175,2088,14311,6.686013429,11.88118812,81.43279845,18.37288661,18.07042035,63.55669304
3142,VIC,170348.1072,2.822315559,31.56899811,33.29073482,2058,1377,3751,28.63902032,19.16225995,52.19871973,44.40500654,23.22062395,32.37436951
3143,VIC,146831.8162,2.700644271,19.80088496,30.53435115,1280,856,3246,23.7829803,15.90486808,60.31215162,30.3292085,23.55825356,46.11253794
3144,VIC,171031.7906,2.906489881,20.26143791,30.01876173,2196,962,1764,44.61600975,19.54490045,35.8390898,43.36577261,29.0529314,27.58129599
3145,VIC,153774.7113,2.858304166,18.41673503,34.2660023,5090,2470,2939,48.4808077,23.5260501,27.9931422,35.73631898,31.48634754,32.77733349
3146,VIC,163752.8859,3.000405145,19.00714043,27.6754214,5841,2033,3386,51.87388988,18.05506217,30.07104796,37.92285479,33.59117162,28.4859736
3147,VIC,145327.8728,2.836370398,19,34.6684176,3963,986,1050,66.06101017,16.43607268,17.50291715,34.51997728,33.68680174,31.79322098
3148,VIC,121240.9445,2.695338513,20.13108614,30.52302888,2236,1090,816,53.98358281,26.31578947,19.70062772,25.44579677,33.71072743,40.8434758
3149,VIC,129038.8613,2.878841512,26.51055218,29.65367965,9447,1399,3010,68.17984988,10.09670901,21.72344111,43.02287582,32.0996732,24.87745098
3150,VIC,121058.2408,2.815914874,28.84824339,33.82949932,19240,2270,2961,78.62367701,9.276286216,12.10003678,45.72009882,30.32989391,23.95000727
3151,VIC,104493.006,2.605493134,29.07216495,35.04366812,3219,831,413,72.1263724,18.61976249,9.253865113,44.18300654,29.07189542,26.74509804
3152,VIC,117070.5148,2.776027058,23.40265598,30.66841415,10710,1979,468,81.4015353,15.04142282,3.557041879,39.83463882,38.2767624,21.88859878
3153,VIC,98538.9818,2.466601776,18.27242525,35.85158695,6195,2169,663,68.62745098,24.02791625,7.344632768,28.52348993,40.65374099,30.82276908
3154,VIC,115210.2363,2.718831169,12.84916201,35.03649635,1578,96,4,94.04052443,5.721096544,0.238379023,36.72391017,52.44385733,10.8322325
3155,VIC,97857.70285,2.445123914,18.4428656,35.95551895,7238,2578,398,70.86352066,25.23986685,3.896612493,30.85129545,40.31134335,28.8373612
3156,VIC,115977.6907,2.668212784,15.53813257,36.08247423,13380,1164,279,90.26512852,7.852661405,1.882210079,35.65954311,45.70375829,18.6366986
3158,VIC,124339.1408,2.925540765,12.73830156,31.30841121,2537,15,28,98.33333333,0.581395349,1.085271318,35.78328433,54.17891642,10.03779924
3159,VIC,133843.1999,3.03436019,12.41534989,39.58333333,946,0,0,100,0,0,34.64285714,58.45238095,6.904761905
3160,VIC,124509.725,2.908382674,12.78054863,36.29893238,3371,55,16,97.93724579,1.597908193,0.46484602,34.53169347,55.75528225,9.713024283
3161,VIC,144739.6338,2.792612372,20.59405941,35.75418994,2679,1902,3470,33.27536952,23.62439449,43.100236,32.27905569,26.58898305,41.13196126
3162,VIC,147081.7429,2.88513614,18.94521249,34.57076566,3654,2511,1359,48.5645933,33.37320574,18.06220096,37.8366112,33.4795764,28.68381241
3163,VIC,122655.9552,2.656465732,15.23386465,30.60739115,5077,4649,6537,31.21810244,28.58636168,40.19553588,27.39369395,30.40931443,42.19699161
3165,VIC,135365.0182,2.853536291,18.35774059,34.37240233,8078,1697,2021,68.48084096,14.38623262,17.13292642,35.48842462,39.98682477,24.52475061
3166,VIC,122627.1893,2.669845692,17.26832899,32.36569903,6320,2295,2101,58.97723031,21.41657335,19.60619634,31.94111232,32.36641221,35.69247546
3167,VIC,116546.1939,2.638686131,20.45454545,30.55555556,3231,403,281,82.52873563,10.29374202,7.17752235,39.29391504,36.68197474,24.02411022
3168,VIC,94687.78672,2.421045218,26.8808115,39.81888745,3094,3256,2651,34.37395845,36.17375847,29.45228308,19.62872356,18.88041445,61.49086199
3169,VIC,99356.07692,2.42990015,20.6557377,32.78688525,5363,2148,798,64.54446985,25.85148634,9.604043808,36.56319911,28.39765101,35.03914989
3170,VIC,116189.6972,2.702115159,21.91413238,30.269876,6121,1240,21,82.91790843,16.79761582,0.284475752,39.22627081,37.66681661,23.10691258
3171,VIC,89229.61136,2.184010152,25.25667351,35.42993631,5476,1661,829,68.74215416,20.85111725,10.4067286,33.71800562,24.30832963,41.97366474
3172,VIC,105298.7963,2.458223511,20.29220779,36.32842758,6726,1180,132,83.67753172,14.68026872,1.642199552,43.14516129,37.35215054,19.50268817
3173,VIC,116966.2544,2.759960269,24.87483531,32.32786885,8651,954,117,88.9837482,9.812795721,1.203456079,32.74985884,47.87125918,19.37888199
3174,VIC,86493.35049,2.200795522,23.79664684,33.68557257,10550,2064,2783,68.51984153,13.40520881,18.07494967,30.02179304,30.94611858,39.03208837
